GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31
1400000US36029013600,36029013600,"Census Tract 136, Erie County, New York",3029,330,2991,328,38,35,1,2,18,28,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,9,15,0,11,0,11,0,11,0,11,9,15,0,11,0,11,0,11,0,11,0,11,10,17,10,17,0,11,0,11,0,11
1400000US36029013701,36029013701,"Census Tract 137.01, Erie County, New York",6308,320,6258,324,50,49,0,16,4,8,0,16,0,16,14,22,0,16,0,16,0,16,14,22,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,32,54,0,16,32,54,0,16,0,16
1400000US36029013702,36029013702,"Census Tract 137.02, Erie County, New York",5874,396,5764,398,110,102,25,37,42,68,0,16,0,16,43,70,0,16,25,39,18,31,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
1400000US36029013800,36029013800,"Census Tract 138, Erie County, New York",7809,264,7677,313,132,166,29,37,103,164,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
1400000US36029013900,36029013900,"Census Tract 139, Erie County, New York",2196,193,2180,189,16,24,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,16,24,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,16,24,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36029014000,36029014000,"Census Tract 140, Erie County, New York",3823,256,3744,272,79,58,25,40,9,15,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,36,40,0,11,0,11,12,18,0,11,24,37,0,11,0,11,0,11,0,11,0,11,9,13,0,11,0,11,0,11,9,13
1400000US36029014101,36029014101,"Census Tract 141.01, Erie County, New York",6177,221,6095,229,82,101,25,41,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,57,91,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,57,91,0,16,0,16,0,16,0,16,0,16,0,16
1400000US36029014102,36029014102,"Census Tract 141.02, Erie County, New York",5433,222,5433,222,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
1400000US36029014204,36029014204,"Census Tract 142.04, Erie County, New York",4114,207,4071,209,43,38,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,33,37,0,11,0,11,0,11,12,18,0,11,0,11,21,32,0,11,0,11,0,11,10,13,7,11,0,11,0,11,3,6
1400000US36029014206,36029014206,"Census Tract 142.06, Erie County, New York",7513,336,7224,442,289,315,0,16,78,123,170,235,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,41,57,41,57,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
1400000US36029014207,36029014207,"Census Tract 142.07, Erie County, New York",5259,299,5178,297,81,76,0,16,62,68,0,16,0,16,19,35,0,16,19,35,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
1400000US36029014208,36029014208,"Census Tract 142.08, Erie County, New York",5318,285,5253,290,65,54,15,22,19,31,9,13,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,22,34,22,34,0,16,0,16,0,16
1400000US36029014209,36029014209,"Census Tract 142.09, Erie County, New York",4081,217,4008,218,73,67,0,11,44,59,0,11,0,11,14,22,0,11,14,22,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,15,22,15,22,0,11,0,11,0,11
1400000US36029014300,36029014300,"Census Tract 143, Erie County, New York",6148,231,6112,239,36,42,0,16,0,16,16,25,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,20,33,0,16,0,16,0,16,0,16,20,33,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
1400000US36029014400,36029014400,"Census Tract 144, Erie County, New York",4152,233,4115,235,37,31,0,11,19,19,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,18,21,8,12,10,18,0,11,0,11
1400000US36029014501,36029014501,"Census Tract 145.01, Erie County, New York",3538,175,3500,172,38,39,0,11,28,36,0,11,1,3,9,14,0,11,0,11,0,11,0,11,9,14,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36029014502,36029014502,"Census Tract 145.02, Erie County, New York",2369,175,2196,210,173,224,33,51,140,219,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36029014601,36029014601,"Census Tract 146.01, Erie County, New York",5154,311,5064,312,90,79,0,16,25,39,0,16,0,16,26,30,0,16,26,30,0,16,0,16,0,16,0,16,0,16,39,62,0,16,0,16,39,62,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
1400000US36029014603,36029014603,"Census Tract 146.03, Erie County, New York",4338,277,4292,279,46,50,0,11,0,11,0,11,0,11,46,50,0,11,0,11,24,38,0,11,22,33,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36029014604,36029014604,"Census Tract 146.04, Erie County, New York",8092,367,7928,373,164,122,24,37,95,91,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,11,18,0,16,0,16,0,16,11,18,0,16,0,16,0,16,0,16,0,16,0,16,34,55,34,55,0,16,0,16,0,16
1400000US36029014701,36029014701,"Census Tract 147.01, Erie County, New York",5408,224,5275,239,133,115,10,16,83,106,0,16,0,16,17,26,0,16,17,26,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,23,34,0,16,0,16,0,16,23,34
1400000US36029014702,36029014702,"Census Tract 147.02, Erie County, New York",8384,335,8244,351,140,136,0,16,128,135,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,12,19,0,16,0,16,0,16,0,16,0,16,0,16,12,19,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
1400000US36029014801,36029014801,"Census Tract 148.01, Erie County, New York",2555,194,2531,196,24,25,24,25,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36029014803,36029014803,"Census Tract 148.03, Erie County, New York",6098,197,6080,199,18,29,0,16,0,16,0,16,0,16,18,29,0,16,18,29,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
1400000US36029014901,36029014901,"Census Tract 149.01, Erie County, New York",2590,44,2560,59,30,34,30,34,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36029014903,36029014903,"Census Tract 149.03, Erie County, New York",5723,393,5687,392,36,38,17,26,0,16,19,29,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
1400000US36029014904,36029014904,"Census Tract 149.04, Erie County, New York",2069,392,1824,311,245,132,0,11,226,133,1,3,6,13,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,12,17,0,11,0,11,0,11,6,13,6,12,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36029015001,36029015001,"Census Tract 150.01, Erie County, New York",5345,18,5291,68,54,65,0,16,39,59,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,15,25,15,25,0,16,0,16,0,16
1400000US36029015002,36029015002,"Census Tract 150.02, Erie County, New York",3030,21,2977,59,53,58,30,46,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,23,33,23,33,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36029015003,36029015003,"Census Tract 150.03, Erie County, New York",3403,27,3351,57,52,52,36,47,8,12,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,8,12,0,11,8,12,0,11,0,11
1400000US36029015101,36029015101,"Census Tract 151.01, Erie County, New York",3270,19,3270,19,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36029015102,36029015102,"Census Tract 151.02, Erie County, New York",2794,26,2759,40,35,29,7,16,22,22,6,9,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36029015201,36029015201,"Census Tract 152.01, Erie County, New York",3066,238,3011,241,55,99,0,11,55,99,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36029015202,36029015202,"Census Tract 152.02, Erie County, New York",4963,230,4943,230,20,38,0,11,20,38,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36029015301,36029015301,"Census Tract 153.01, Erie County, New York",4851,150,4796,156,55,55,27,36,28,42,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36029015302,36029015302,"Census Tract 153.02, Erie County, New York",2840,151,2812,150,28,30,4,8,13,21,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,11,18,0,11,0,11,0,11,11,18
1400000US36029015401,36029015401,"Census Tract 154.01, Erie County, New York",2545,235,2545,235,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36029015402,36029015402,"Census Tract 154.02, Erie County, New York",5152,328,4999,350,153,111,63,75,57,95,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,11,19,0,16,0,16,0,16,0,16,0,16,0,16,11,19,0,16,0,16,0,16,22,28,17,26,0,16,0,16,5,12
1400000US36029015501,36029015501,"Census Tract 155.01, Erie County, New York",1858,137,1816,138,42,28,0,11,20,22,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,6,8,0,11,0,11,0,11,0,11,6,8,0,11,0,11,0,11,0,11,0,11,16,18,5,8,11,16,0,11,0,11
1400000US36029015503,36029015503,"Census Tract 155.03, Erie County, New York",2535,192,2521,194,14,15,14,15,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36029015504,36029015504,"Census Tract 155.04, Erie County, New York",4228,363,4165,363,63,54,0,11,45,50,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,18,16,10,16,8,14,0,11,0,11
1400000US36029015600,36029015600,"Census Tract 156, Erie County, New York",2171,182,2068,208,103,143,96,143,7,9,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36029015700,36029015700,"Census Tract 157, Erie County, New York",3513,23,3504,25,9,13,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,9,13,0,11,0,11,0,11,0,11,9,13,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36029015800,36029015800,"Census Tract 158, Erie County, New York",4219,16,4219,16,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36029015900,36029015900,"Census Tract 159, Erie County, New York",4328,22,4220,119,108,115,57,84,14,21,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,24,36,0,11,0,11,24,36,0,11,0,11,0,11,0,11,0,11,0,11,0,11,13,21,0,11,0,11,0,11,13,21
1400000US36029016100,36029016100,"Census Tract 161, Erie County, New York",2659,234,2209,219,450,86,84,50,238,74,0,11,39,30,6,12,0,11,6,12,0,11,0,11,0,11,0,11,0,11,68,40,0,11,0,11,0,11,37,28,25,24,0,11,0,11,0,11,6,12,0,11,15,20,0,11,2,4,0,11,13,19
1400000US36029016200,36029016200,"Census Tract 162, Erie County, New York",2052,165,1882,198,170,106,15,21,68,49,30,35,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,50,72,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,50,72,7,11,7,11,0,11,0,11,0,11
1400000US36029016300,36029016300,"Census Tract 163, Erie County, New York",2574,383,2259,376,315,163,15,22,289,161,11,18,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36029016400,36029016400,"Census Tract 164, Erie County, New York",3046,418,2419,383,627,239,14,22,586,233,0,11,0,11,20,24,0,11,0,11,0,11,20,24,0,11,0,11,0,11,7,12,0,11,0,11,0,11,0,11,7,12,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36029016500,36029016500,"Census Tract 165, Erie County, New York",1561,188,1373,151,188,78,29,36,140,62,0,11,12,15,7,10,0,11,0,11,0,11,0,11,7,10,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36029016600,36029016600,"Census Tract 166, Erie County, New York",2573,412,2563,413,10,16,0,11,10,16,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36029016700,36029016700,"Census Tract 167, Erie County, New York",2072,227,1851,244,221,166,121,151,92,62,0,11,0,11,8,12,0,11,8,12,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36029016800,36029016800,"Census Tract 168, Erie County, New York",3594,502,3365,470,229,213,0,11,207,201,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,22,69,0,11,0,11,0,11,22,69
1400000US36029016900,36029016900,"Census Tract 169, Erie County, New York",3736,461,3553,460,183,124,15,24,93,113,18,22,7,13,5,9,0,11,5,9,0,11,0,11,0,11,0,11,0,11,29,36,7,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,22,34,0,11,16,21,11,18,5,11,0,11,0,11
1400000US36029017000,36029017000,"Census Tract 170, Erie County, New York",2885,313,2844,320,41,39,0,11,41,39,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36029017100,36029017100,"Census Tract 171, Erie County, New York",5578,728,4154,694,1424,398,0,16,1330,412,0,16,57,80,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,8,14,0,16,0,16,0,16,0,16,8,14,0,16,0,16,0,16,0,16,0,16,29,37,8,14,21,33,0,16,0,16
1400000US36029017200,36029017200,"Census Tract 172, Erie County, New York",2268,202,2176,237,92,110,0,11,92,110,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36029017300,36029017300,"Census Tract 173, Erie County, New York",7027,343,6937,343,90,93,23,37,67,88,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
1400000US36029017400,36029017400,"Census Tract 174, Erie County, New York",4220,350,3585,379,635,259,33,51,505,220,0,11,27,48,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,55,94,0,11,0,11,0,11,0,11,0,11,0,11,55,94,0,11,0,11,0,11,15,17,15,17,0,11,0,11,0,11
1400000US36029017501,36029017501,"Census Tract 175.01, Erie County, New York",1428,146,1428,146,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36029017502,36029017502,"Census Tract 175.02, Erie County, New York",2461,215,2461,215,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36029940000,36029940000,"Census Tract 9400, Erie County, New York",1762,177,1688,168,74,82,12,15,62,81,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36029940100,36029940100,"Census Tract 9401, Erie County, New York",18,19,18,19,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36029990000,36029990000,"Census Tract 9900, Erie County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36031960100,36031960100,"Census Tract 9601, Essex County, New York",2720,211,2655,211,65,64,24,29,17,22,0,11,1,2,23,38,0,11,0,11,23,38,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36031960200,36031960200,"Census Tract 9602, Essex County, New York",2806,299,2795,299,11,13,0,11,9,13,0,11,2,4,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36031960300,36031960300,"Census Tract 9603, Essex County, New York",3126,197,3078,204,48,38,3,4,30,29,0,11,9,16,6,7,3,4,0,11,0,11,0,11,3,5,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36031960498,36031960498,"Census Tract 9604.98, Essex County, New York",2592,353,2568,359,24,33,10,21,10,23,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,4,9,0,11,0,11,0,11,4,9
1400000US36031960598,36031960598,"Census Tract 9605.98, Essex County, New York",6066,356,5320,362,746,167,145,91,268,154,27,23,39,43,41,44,0,16,0,16,10,18,0,16,0,16,31,32,0,16,58,47,17,23,0,16,0,16,32,44,9,13,0,16,0,16,0,16,0,16,0,16,168,132,0,16,51,94,0,16,117,129
1400000US36031960700,36031960700,"Census Tract 9607, Essex County, New York",2095,199,2044,188,51,47,7,12,22,18,0,11,0,11,13,20,0,11,5,13,0,11,0,11,0,11,8,16,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,9,16,0,11,0,11,0,11,9,16
1400000US36031960800,36031960800,"Census Tract 9608, Essex County, New York",1948,229,1929,230,19,25,2,4,2,4,0,11,0,11,14,24,0,11,9,22,0,11,0,11,0,11,5,13,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,1,4,0,11,0,11,0,11,1,4
1400000US36031960900,36031960900,"Census Tract 9609, Essex County, New York",3601,341,3510,288,91,159,47,102,0,11,0,11,3,6,32,68,0,11,16,34,0,11,16,34,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,9,23,9,23,0,11,0,11,0,11
1400000US36031961000,36031961000,"Census Tract 9610, Essex County, New York",4790,25,4744,46,46,36,0,11,29,31,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,17,22,12,19,1,4,0,11,4,6
1400000US36031961100,36031961100,"Census Tract 9611, Essex County, New York",1882,224,1882,224,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36031961200,36031961200,"Census Tract 9612, Essex County, New York",5010,20,4998,26,12,17,0,16,8,15,0,16,4,8,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
1400000US36031961300,36031961300,"Census Tract 9613, Essex County, New York",1006,172,970,172,36,54,0,11,0,11,21,40,0,11,11,25,0,11,11,25,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,4,6,0,11,0,11,0,11,4,6
1400000US36031961400,36031961400,"Census Tract 9614, Essex County, New York",1270,115,1263,115,7,9,3,4,1,2,1,2,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,2,6,2,6,0,11,0,11,0,11
1400000US36033940000,36033940000,"Census Tract 9400, Franklin County, New York",3247,14,3179,92,68,88,66,88,2,2,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36033950100,36033950100,"Census Tract 9501, Franklin County, New York",4642,240,4542,226,100,56,5,9,76,47,2,3,1,3,10,13,0,11,8,13,0,11,0,11,0,11,2,4,0,11,1,3,0,11,0,11,0,11,1,3,0,11,0,11,0,11,0,11,0,11,0,11,5,10,5,10,0,11,0,11,0,11
1400000US36033950200,36033950200,"Census Tract 9502, Franklin County, New York",4838,232,4784,232,54,39,9,12,40,30,2,4,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,3,5,0,11,0,11,0,11,3,5,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36033950300,36033950300,"Census Tract 9503, Franklin County, New York",6047,294,5951,301,96,59,34,37,23,24,0,16,11,19,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,10,14,0,16,0,16,0,16,10,14,0,16,0,16,0,16,0,16,0,16,0,16,18,27,18,27,0,16,0,16,0,16
1400000US36033950400,36033950400,"Census Tract 9504, Franklin County, New York",5172,299,5171,298,1,2,0,16,1,2,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
1400000US36033950501,36033950501,"Census Tract 9505.01, Franklin County, New York",3570,292,3399,293,171,100,0,11,121,92,0,11,24,30,18,29,0,11,18,29,0,11,0,11,0,11,0,11,0,11,8,18,0,11,0,11,0,11,0,11,0,11,0,11,8,18,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36033950502,36033950502,"Census Tract 9505.02, Franklin County, New York",5708,221,4679,225,1029,152,47,33,560,100,0,16,162,75,74,47,0,16,22,22,0,16,0,16,0,16,52,38,0,16,92,49,0,16,0,16,0,16,19,20,73,46,0,16,0,16,0,16,0,16,0,16,94,45,29,31,16,20,0,16,49,36
1400000US36033950600,36033950600,"Census Tract 9506, Franklin County, New York",1644,174,1633,175,11,13,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,4,6,0,11,0,11,4,6,0,11,0,11,0,11,0,11,0,11,0,11,0,11,7,10,0,11,0,11,0,11,7,10
